Structure [idcode]	Molecule Name	Name	Basic_pKa_greater5	Acidic_pKa_lower9	CNS-Kind	Molweight	cLogP	cLogS	cLogD (pH=7.4)	H-Acceptors	H-Donors	Total Surface Area	Molecular Flexibility	Molecular Complexity	Non-H Atoms	Binned Molweight	
ffmQ`@EA@cVQQJIIJZIIJjQfhHJJjj`@@	Compound 732	Oxybuprocaine	8.96		non-CNS	308.420	2.6528	-2.714	1.0795	5	1	262.93	0.56223	0.67908	22	300 <= x < 325	
fn{`P@B`IXNQQQIRYJIQSZlepSl~KEKUUTETEUE@@@	Compound 733	Oxycodone	8.77		CNS	315.368	1.1281	-2.69	0.25544	5	1	212.8	0.20907	1.0466	23	300 <= x < 325	
fleQ@@OAAdTTTRdVnbSAQS@QEUSTP@@	Compound 734	Oxymetazoline	10.26		non-CNS	260.380	2.9779	-3.34	0.22783	3	2	213.53	0.46327	0.78878	19	250 <= x < 275	
ffk`P@B`IXNQQQIRYJIQS]dnB]gqXiZjj`j`jb`@@	Compound 735	Oxymorphone	8.75		CNS	301.341	0.8524	-2.376	-2.674	5	2	196.89	0.21102	1.042	22	300 <= x < 325	
fcp`@EAjBbTwJnj{J{J|ehqZkwPPQUUUU@@L@@@	Compound 736	Oxypertine	8.51		CNS	379.502	3.5835	-3.585	2.4433	5	1	303.63	0.44891	0.85413	28	375 <= x < 400	
ehRTI@@Mg`AC@djfcklbbbbbbbvfdSbLRTTxtT|\JFfZAhJhjjZZfjJ@@@	Compound 737	Oxytetracycline	5.41	7.45	non-CNS	460.438	-2.1839	-1.43	-9.3409	11	7	296.37	0.32712	1.0879	33	450 <= x < 475	
fhiP`@C^@aImYWVVRoAZX@JiRACD@	Compound 738	Ozagrel	6.47	3.98	non-CNS	228.250	0.954	-1.267	-2.2337	4	1	185.34	0.53517	0.60067	17	225 <= x < 250	
fmg``@A@PdrrlwLjjeFv[UMuPAPAAACe@@	Compound 739	Octocrylene			non-CNS	361.483	5.1991	-5.414	5.1991	3	0	311.22	0.52322	0.74957	27	350 <= x < 375	
fe{a`@J`QSHheHmEDddelXe{LRmUTEXUEUQPqP@	Compound 740	Oxybutynin	8.77		CNS	357.492	3.4846	-5.123	2.0994	4	1	305.23	0.51909	0.75107	26	350 <= x < 375	
eolRLH@AOFnfJk`ICHhdieeDedeEEMBeJNAIGONicgh@bjjjiZjjaf`vH@@	Compound 741	Paliperidone	8.76		CNS	426.490	2.6847	-3.922	1.3031	7	1	313.85	0.45577	0.8988	31	425 <= x < 450	
ffkQ@@D^@dsLrkJv{EFc{ObijuPUAUEUEP@@	Compound 742	Palonosetron	7.97		CNS	296.413	3.2929	-3.028	2.6165	3	0	218.95	0.29321	0.8923	22	275 <= x < 300	
dkNNPCaLXYTOBoCIIKHiMVjij`@	Compound 743	Pamidronate	9.77	1.29	non-CNS	235.068	-9.6737	1.729	-16.405	8	6	139.24	0.71953	0.72397	13	225 <= x < 250	
eiWTB@DNO`DGb^I~gHhmEDiDdmDmJeMDleHheYK@bljaimknQVjjjjjjjjjjjZjjh@@	Compound 744	Pancuronium			non-CNS	572.871	-0.773	-4.938	-0.773	6	0	428.06	0.39428	0.98114	41	550 <= x < 575	
fegpS@BTeAqZ`BArDyCIIhdeDdhddlUipWdabtuP@PAUU@PAP@	Compound 745	Pantoprazole			non-CNS	383.374	1.5736	-2.655	1.566	7	1	270.91	0.42765	0.83271	26	375 <= x < 400	
fi{`P@C@hWjTwJns|k[|dYvZtDD@Q@DU@@@@	Compound 746	Papaverine	6.03		non-CNS	339.390	3.443	-4.234	3.425	5	0	269.18	0.35701	0.82844	25	325 <= x < 350	
dmvL@LAIRYYgJfjjZ`j@@	Compound 747	Paramethadione			CNS	157.168	0.3578	-1.289	0.3578	4	0	116.75	0.3038	0.82217	11	150 <= x < 175	
eg`PL@@@MklbdTNTTtbRLvTRTU`RQRquUSUUUSSUUU@HLRT@	Compound 748	Paricalcitol			non-CNS	416.643	5.6876	-5.015	5.6876	3	3	335.17	0.41845	0.84594	30	400 <= x < 425	
ee[ZG@@AHalYPLEMGOBfekg`^Q\dTTRbRfLTrafRfrVbTTrUDbUTvqMMUUUUUUUUUUUUUUP@@	Compound 749	Paromomycin	9.45		non-CNS	615.631	-9.1987	0.236	-11.739	19	13	405.44	0.5118	0.97303	42	600 <= x < 625	
fa{ab@KNKtDadTRVTTRQTRTrhpulu[v@Bjjh@bbIGHJ@@	Compound 750	Paroxetine	9.77		CNS	329.370	3.9891	-4.493	1.6123	4	1	247.63	0.43186	0.77687	24	325 <= x < 350	
fakqb@BVByoPRBSLljkO[lrQ`~cAAQUMUTqH@@	Compound 751	Pefloxacin	6.36	5.58	non-CNS	333.362	-0.26	-2.494	-2.0032	6	1	243.39	0.33795	0.89175	24	325 <= x < 350	
eohZF@@DNAIJ`BiekglbbTTRcRbRrfTTQThxdTbRZVjZ`@fjZfh`Zh@@	Compound 752	Pemetrexed		3.48	non-CNS	427.416	-0.2025	-4.003	-4.2603	11	6	314.74	0.58447	0.8444	31	425 <= x < 450	
fhyY@@DBt[pPYEEEEDhYepRk^BuTlrsU@@@	Compound 753	Pemirolast		4.25	non-CNS	228.215	-1.4144	-0.921	-3.0294	7	1	171.31	0.25293	0.83479	17	225 <= x < 250	
dk]D@DxJRYY{Tjtvfh@HcJ@@	Compound 754	Pemoline			CNS	176.175	0.0526	-2.128	0.0526	4	1	131.5	0.38707	0.61868	13	175 <= x < 200	
fdyi`@DTxIP@qrJIQQJiJILyISUKMUUT@@	Compound 755	Penciclovir			non-CNS	253.261	-1.6358	-1.016	-1.6365	8	4	188.66	0.53976	0.77562	18	250 <= x < 275	
eb^XHF@Hc@H`RPddEIAFPqdLbbbRdudrVRRbbbRRvSG@TUpOtLAAUUUUU@@@ED@@@	Compound 756	Penfluridol	8.96		CNS	523.971	7.6699	-6.76	6.0961	2	1	372.74	0.52586	0.78472	36	500 <= x < 525	
diFD`JxPBLbdTljjZDh@	Compound 757	Penicillamine	7.39	4.49	non-CNS	149.213	-2.2662	-1.441	-7.1107	3	2	109.41	0.73001	0.67701	9	125 <= x < 150	
efq~IH@JIKB`\^QELfmcf[WP@cIEeDhimEDeDhieLheBehdkELlmH|CRjFgUULuUTttsPUPMPCAET@@@	Compound 758	Pentagastrin		4	non-CNS	767.902	0.6675	-5.439	-2.7364	16	8	586.87	0.57407	0.88047	54	750 <= x < 775	
f`aQ`@DX@pVQQIQZZIFgFjYjjjDj@@	Compound 759	Pentobarbital		7.48	CNS	226.275	1.2968	-2.587	1.2623	5	2	177.14	0.54681	0.71581	16	225 <= x < 250	
fhiP@B@ZANirRQIUIJQJcOAjjjjjj@@	Compound 760	Pentolinium			non-CNS	240.433	-3.692	-0.882	-3.692	2	0	201.66	0.46357	0.51193	17	225 <= x < 250	
elRPJb@HDLBAIEODlbjnimcko`XTP@apHFBG`cIIChhhdehiMEUMHeYMCNeejjjjjVjjViZ`@@	Compound 761	Pentosan polysulfate		-2.42	non-CNS	602.496	-9.7131	4.877	-20.08	21	6	336.44	0.5136	0.90271	35	600 <= x < 625	
fluHP@LZlDDeQrQQQSIQEYPeCVBfjjjeZjh@@	Compound 762	Pentostatin	6.31		non-CNS	268.272	-1.5848	-1.458	-2.5595	8	4	190.77	0.36814	0.84401	19	250 <= x < 275	
dmT@D@dDdLdJdFdAdIdEdLbdLadjjj`@	Compound 763	Perflutren			non-CNS	188.017	2.6548	-3.182	2.6548	0	0	95.53	0.8176	0.61821	11	175 <= x < 200	
ffsPB@FE@DISrljrj}pUoIkdmUUUPTCED@@	Compound 764	Pergolide	9.49		CNS	314.495	4.1329	-4.053	2.0429	2	1	242.8	0.35453	0.92918	22	300 <= x < 325	
fbm`@@@YHhdcEEDdejL|fNZjjjjjjjDJ@@	Compound 765	Perhexiline	10.58		non-CNS	277.494	4.8845	-4.855	1.7049	1	1	240.86	0.4971	0.59852	20	275 <= x < 300	
fewqB@NIsL@PeLsJk{kroSdkZ]t]@D@PU]UUA@@@	Compound 766	Pericyazine	8.37		CNS	365.500	4.1174	-5.395	3.0994	4	1	280.99	0.41982	0.83144	26	350 <= x < 375	
fe{QP@BV@bQZyEMEDhehdkEEdnB|EjjfjjjZjh@@	Compound 767	Perindopril		3.8	non-CNS	368.472	-0.0272	-2.776	-3.6413	7	2	287.22	0.60012	0.84206	26	350 <= x < 375	
fegAa@EZRBHQDYELhhcLeDeMhdjLcd\zZjfh@b@B@@@	Compound 768	Permethrin			non-CNS	391.293	5.8089	-6.469	5.8089	3	0	286.51	0.55682	0.75032	26	375 <= x < 400	
egdRDH@HFGLfa`@aJVUYwuUf[upHDtl\zfNniBBbjjjYjjJ`@@	Compound 769	Perospirone	7.73		CNS	426.583	3.3163	-2.884	2.82	6	0	318.58	0.5083	0.81672	30	425 <= x < 450	
dkmD@DpJRY{YWSZf`@@@	Compound 770	Phenacemide			CNS	178.190	0.5307	-2.131	0.53068	4	2	142.5	0.61026	0.51517	13	175 <= x < 200	
fa{a@@O@rJIJYRIKEIQITYHsoM{@AUUUT@AP@@	Compound 771	Phenazocine	10.86		CNS	321.462	4.3581	-4.011	-1.4678	2	1	251.4	0.40969	0.86323	24	300 <= x < 325	
f`qh@@@XirVRJJZGJII`g^BHa`@@@@	Compound 772	Phenazopyridine	6.86		non-CNS	213.243	2.2091	-4.515	2.0997	5	2	171.84	0.38326	0.60895	16	200 <= x < 225	
dg~H@AAJYYm^avzjB`b@@	Compound 773	Phendimetrazine	7.28		CNS	191.273	1.6743	-1.346	1.4305	2	0	157.1	0.37474	0.63466	14	175 <= x < 200	
deU@@@aJueQfj@@@@	Compound 774	Phenelzine	5.55		CNS	136.197	0.3305	-1.965	0.32438	2	2	120.76	0.5838	0.49698	10	125 <= x < 150	
fb}`@@@ITo[KJktXIWdqsUSU@@@PDNT@@	Compound 775	Phenindamine	9		CNS	261.367	3.109	-2.814	1.4978	1	0	205.28	0.24205	0.83726	20	250 <= x < 275	
dk^H@ACIEDhidZGSjhJ@`@@	Compound 776	Phenmetrazine	8.22		CNS	177.246	1.4214	-1.708	0.53834	2	1	146	0.38919	0.59634	13	175 <= x < 200	
fhiQ`@DX@pRSJswJ}N^BuSMA@P@@	Compound 777	Phenobarbital		7.14	CNS	232.238	0.6309	-2.802	0.55779	5	2	172.36	0.43762	0.75547	17	225 <= x < 250	
gOq@@drm\@@@@	Compound 778	Phenol			non-CNS	94.1126	1.3139	-1.32	1.3129	1	1	79.61	0	0.64864	7	75 <= x < 100	
fmwa`@O@PUIeiY]_unUMypYkZjhJBJj@BBFZ@@	Compound 779	Phenoperidine	8.62		CNS	367.487	3.3042	-3.345	2.06	4	1	295.41	0.50617	0.73536	27	350 <= x < 375	
fjmaB@LRADIJsKrkN{hyKUUTD@@@PIP@	Compound 780	Phenoxybenzamine	7.89		non-CNS	303.832	3.7024	-3.459	3.0287	2	0	248.54	0.62286	0.60279	21	300 <= x < 325	
dmv@@@rJQFIJUjh@@@@	Compound 781	Phentermine	10.25		CNS	149.236	1.8345	-2.175	-1.0146	1	1	130.47	0.55804	0.55452	11	125 <= x < 150	
fj}q@@F^BAIe[nUYuiqtTy`BJBAbhH@@	Compound 782	Phentolamine	9.13		non-CNS	281.358	1.2543	-3.689	-0.37491	4	2	224.14	0.5169	0.75255	21	275 <= x < 300	
ffcP`@DDAkHhhheDeDldbQ`RyjuUPL@PA@@@	Compound 783	Phenylbutazone		5.08	non-CNS	294.353	2.7425	-2.906	0.57962	4	0	227.9	0.39171	0.82626	22	275 <= x < 300	
flup`@LZBAFQQZIJYRIHbehpXmP@UUUE@@@	Compound 784	Physostigmine	6.59		non-CNS	261.324	1.3291	-2.781	1.267	5	1	190.34	0.16914	0.87464	19	250 <= x < 275	
ehTPD@@@KLbbbbbRRIbrTVRbrTXDT\ZAhJQjjjjjj@HGH	Compound 785	Phytonadione			non-CNS	450.704	10.145	-7.516	10.145	2	0	391.55	0.62761	0.83766	33	450 <= x < 475	
foAP`@EN@aIem^YIPsfjjijd@@	Compound 786	Pilocarpine	6.37		non-CNS	208.260	0.7617	-1.2	0.69661	4	0	166.27	0.51832	0.69315	15	200 <= x < 225	
edV\HD@Hacm`IAJPrJIKJJIIKISIYQQPiTLNAM]GW@pp@UAAEUUTp@AP@@@	Compound 787	Pimozide	8.38		CNS	461.554	5.8969	-6.473	4.8704	4	1	349.61	0.48148	0.85413	34	450 <= x < 475	
fdih@@@HIRJRlkLkWZOMTEATDNTPQ@	Compound 788	Pinacidil	5.61		non-CNS	245.329	1.8853	-3.017	1.8784	5	2	211.57	0.47244	0.55597	18	225 <= x < 250	
fi{Qb@BIqqp@cIEEBmDeddhdlbTMZkZZf@Bj@BhHHh@@	Compound 789	Pioglitazone	5.64	6.61	non-CNS	356.445	3.0808	-3.835	2.2662	5	1	272.53	0.52714	0.70697	25	350 <= x < 375	
emPrB@DNL`QPDOb\iEgHhmEDhddhehXdYhedhhd]ICOLdbiecgnQVjjjjjjjjjjjZjjj`@@	Compound 790	Pipecuronium	5.02		non-CNS	602.901	-2.8822	-2.164	-2.8857	8	0	445.66	0.3743	0.97829	43	600 <= x < 625	
ek`TDH@NBdc`@cIEEEDdellhcDedjNIKMGAij@H@`jZjjjB@@@	Compound 791	Piperacetazine	8.82		CNS	410.580	4.8021	-5.628	3.9293	4	1	316.81	0.47401	0.84594	29	400 <= x < 425	
gFt@ATiTvjh@	Compound 792	Piperazine	9.26		non-CNS	86.1374	-0.563	-0.1	-2.7252	2	2	77.96	0.24577	0.53648	6	75 <= x < 100	
f`aPa@JJHXFI{DRUnUvvRjfjjZh@@	Compound 793	Pipobroman			non-CNS	356.057	1.6856	-1.566	1.6856	4	0	203.44	0.61439	0.58251	16	350 <= x < 375	
e`\\LD@LMNhDO`@cpHrRPqPiSQJKIKZIKIJF^AEM[GKU@DUAAEUUQD@@@	Compound 794	Pipothiazine	8.86		CNS	475.676	4.1495	-4.083	2.6771	6	1	350.2	0.48026	0.88107	32	475 <= x < 500	
deUD@DdARYgxfZjf`@	Compound 795	Piracetam			CNS	142.157	-1.1786	-0.326	-1.1786	4	1	109.36	0.60182	0.65162	10	125 <= x < 150	
fhqQ`@BF@IRSLk}kSNPDEUUQBQ@@	Compound 796	Pirbuterol	9.38	8.99	non-CNS	240.302	-0.3137	-0.684	-2.5089	5	4	189.74	0.36192	0.67908	17	225 <= x < 250	
fewh`@DRMdXHyEDhhhddmiUDenRuzp^cZ`B@HFjjhH@@	Compound 797	Pirenzepine	7.19		non-CNS	351.409	1.1634	-2.802	0.75545	7	1	263.7	0.38911	0.90399	26	350 <= x < 375	
dg~H@DAIfV]UivvjPPb@@	Compound 798	Pirfenidone			non-CNS	185.225	1.8237	-2.71	1.8237	2	0	151.28	0.39184	0.64441	14	175 <= x < 200	
e`T\FH@FELmCK@da`@cIEHhbeDmhmEhheiE`qqIm}UUULtuTCATT@@@	Compound 799	Pivampicillin	7.23		non-CNS	463.553	1.7196	-3.032	1.399	9	2	330.91	0.44775	0.91265	32	450 <= x < 475	
eg`\JH@FE@mCKHn`@cIEHhbeDmdhdeDmI`qqILmUUULmUUMUUPDEd@	Compound 800	Pivmecillinam	7.91		non-CNS	439.575	3.2427	-3.458	2.6126	8	0	325.04	0.45201	0.89423	30	425 <= x < 450	
fjc`B@L`BLdTRVbRbRRqqPRoIcffZfJBbhH@@	Compound 801	Pizotifen	7.98		CNS	295.449	4.5187	-3.924	3.8409	1	0	230	0.15083	0.87589	21	275 <= x < 300	
ebVQ@@@@NCJfmglTjUUeUWU~UUUUrKJiGFjj`hJJjjjjjb`@@	Compound 802	Plerixafor	9.41		non-CNS	502.793	-1.0064	-0.726	-4.0834	8	6	438.34	0.57071	0.68511	36	500 <= x < 525	
egdPA@@@DGBjnamlbbTtRbbRRrTRRRiCDb`VRSPtsUUPA@AQUUTD@@@	Compound 803	Podofilox			non-CNS	414.409	1.7928	-3.843	1.7928	8	1	290.92	0.25252	0.94068	30	400 <= x < 425	
fikpS`IZCpSo@bBAA`cHPvP{HCdLbbbTbURdQVRdXjpXHEbiZjjbaX`@	Compound 804	Polythiazide			non-CNS	439.886	1.5262	-3.264	1.5209	7	2	261.85	0.54589	0.88433	25	425 <= x < 450	
en]VHL@MCBoh\T`IABPpdLbdLTRRtRRbLRVfRtTRVdTbJfvQqiYj`HJjihHHzfihaP@@	Compound 805	Ponatinib	7.62		non-CNS	532.568	3.8413	-4.215	3.1205	7	1	404.44	0.43693	0.88837	39	525 <= x < 550	
elyqBD@G@bm`^]SQDePpICRPrJJIJQYHjIIFIKJIKJIKJJKZJIc`rsHjY[xFegTv@`jjjiX@Jjh@JfZjbbH@@	Compound 806	Posaconazole			non-CNS	700.788	4.2308	-7.42	4.2307	12	1	517.79	0.47697	0.95224	51	700 <= x < 725	
elZ^J@@DAmgo`TPMCHdlbbTTRTRjTTJRfRfTQT\vN~aZ`hFbfjl@@H`@@@	Compound 807	Pralatrexate		3.26	non-CNS	477.480	0.1612	-5.008	-3.7975	12	5	360.96	0.59089	0.83887	35	475 <= x < 500	
deUHBHHBeIVYQfXB@BH`	Compound 808	Pralidoxime		7.63	non-CNS	137.161	-2.6562	-1.207	-4.2859	3	1	113.93	0.027993	0.67346	10	125 <= x < 150	
dg@`LIPBLdTTJRrVTLtsUUUPM@@	Compound 809	Pramipexole	10.31		CNS	211.332	1.8629	-2.814	-1.0481	3	2	168	0.36098	0.71194	14	200 <= x < 225	
ebQZB@@CKGO@`NDilbbbTRvbRQfbRrRRTRSGDfg`WPrNKPLDSML@EUP@Q@@@@	Compound 810	Pranlukast		4.41	non-CNS	481.511	4.7202	-5.67	3.2677	9	2	371.6	0.47879	0.8534	36	475 <= x < 500	
fewaa@CXTd@PVPrQQQYJJjJJJKSDiHsY}GTmTuTCPTTTKT@@	Compound 811	Prasugrel	5.12		non-CNS	373.447	2.9463	-4.085	2.9411	4	0	270.17	0.38266	0.8591	26	350 <= x < 375	
fgAp@@HbvY{yEDhhmEhheeULieCN|ejjjjZfjjij@@	Compound 812	Pravastatin		4.21	non-CNS	424.532	2.4541	-3.533	-0.73388	7	4	327.95	0.61728	0.84479	30	400 <= x < 425	
fnkQB@AJRBHrJIJZIJJYIHrgMNbVkX@ajB`Xhb@@	Compound 813	Prazepam			CNS	324.810	3.709	-5.488	3.709	3	0	240	0.30831	0.85521	23	300 <= x < 325	
fnkP`@DLA[HhheDeCDmEefBehNZmZjj`XJJjJAJ@@	Compound 814	Praziquantel			non-CNS	312.412	2.5396	-2.409	2.5396	4	0	237.7	0.29076	0.85157	23	300 <= x < 325	
f`qP`@DBAKHheHdhbmPSoMUTa@P@@	Compound 815	Primidone			CNS	218.255	0.75	-2.655	0.74997	4	2	168.37	0.45948	0.75181	16	200 <= x < 225	
fly`R@LPQEH@cIICEDddeUC^VjB`hf@@@	Compound 816	Probenecid		3.53	non-CNS	285.363	2.0847	-1.908	-1.781	5	1	215.8	0.67921	0.6621	19	275 <= x < 300	
elRPDD@@c`@b`HJHRDbDQBaDaDbDbDRXQDbDbIMAijBhHhJjhBjjh@@@	Compound 817	Probucol			non-CNS	516.852	10.673	-8.804	10.672	2	2	404.39	0.65924	0.79493	35	500 <= x < 525	
fjmQ`@D^@JrSJwN}rmSbmMRDAUUU@@@	Compound 818	Procaterol	9.88	8.52	non-CNS	290.362	0.8971	-2.882	-1.5884	5	4	227.67	0.50412	0.8512	21	275 <= x < 300	
fj}a@@G@rJQQQIII[PkWkArVjBhJbjbhPh@@	Compound 819	Procyclidine	9.45		CNS	287.445	3.8185	-3.39	1.7678	2	1	237.18	0.52375	0.70181	21	275 <= x < 300	
f`ip@@@V|eLsJzmNRMip@@@DP@@@	Compound 820	Proflavine	8.32		non-CNS	209.251	1.9379	-3.975	0.96691	3	2	158.26	0	0.70798	16	200 <= x < 225	
fncPa@AM]TDQfPrJIKJIQJIYHrc@i`@ijfYibA@R@	Compound 821	Progabide		8.5	non-CNS	334.777	2.2369	-3.905	2.2367	4	2	252.42	0.49629	0.79977	23	325 <= x < 350	
fnk@`@@UrJIJZIPiSQHrcEZ]zNVfjjjjjZj@@	Compound 822	Progesterone			non-CNS	314.467	4.019	-4.542	4.019	2	0	237.39	0.29929	0.88579	23	300 <= x < 325	
fhqhB@NRTZpHaIe]YyzcH@JZZh@`Uj@	Compound 823	Proguanil	10.95		non-CNS	253.736	1.7994	-4.292	-0.92347	5	3	200.14	0.51619	0.57758	17	250 <= x < 275	
fbmPB@NQ@DYHhhhddmbeJ\e[Sj@H@`jj@@@	Compound 824	Promazine	9.2		CNS	284.426	4.0009	-4.065	2.197	2	0	223.41	0.40172	0.79493	20	275 <= x < 300	
fmwa`DC@QXtiLllrrkW|rk^kEkUT@T@UAUP@@@	Compound 825	Propantheline			non-CNS	368.495	0.9635	-4.596	0.9635	4	0	289.47	0.49908	0.78235	27	350 <= x < 375	
fbm`@@@YHleEEEDhlS^\fNZjh@``A@@@	Compound 826	Protriptyline	10.54		CNS	263.383	3.6848	-4.343	0.54126	1	1	223.52	0.28307	0.74264	20	250 <= x < 275	
e`R\FD@LHnmCKEko`@aJPrQQISQJIUISIYJIQHX\R^AM]GWUMTBpEUUTuMEPHT@@	Compound 827	Prulifloxacin	5.27	5.93	non-CNS	461.469	1.4859	-4.693	0.045451	9	1	305.26	0.38979	0.96259	32	450 <= x < 475	
dcNL@IBmRVYn~e``b`@@	Compound 828	Pyridoxal		7.97	non-CNS	167.163	0.0469	-1.101	-0.056361	4	2	130.28	0.39845	0.73034	12	150 <= x < 175	
dcNL@FA]rJJJJJlLADU@@@	Compound 829	Pyridoxine			non-CNS	169.179	-0.4837	-0.661	-0.4903	4	3	130.85	0.41355	0.74044	12	150 <= x < 175	
didL@@rldTTUkjjj`@	Compound 830	Paraldehyde			CNS	132.158	1.0389	-1.256	1.0389	3	0	104.28	0.35207	0.65976	9	125 <= x < 150	
dg~D@D@\bbbbtJQ\]mUR@DQa@@	Compound 831	Phensuximide			CNS	189.213	1.2674	-1.69	1.2674	3	0	144.08	0.38842	0.66348	14	175 <= x < 200	
f`aaa@FDtXEYrlrJJKQESILERuMMU@@@	Compound 832	Propyliodone	12.46		non-CNS	447.001	1.778	-2.164	1.778	4	0	211.32	0.55742	0.66071	16	425 <= x < 450	
dkmDBLdDf\bbTTJTWVj`@`@@	Compound 833	Pyridostigmine			CNS	181.214	-3.2827	-0.601	-3.2827	4	0	145.39	0.43926	0.62687	13	175 <= x < 200	
daFHaDH@aIKdfYvzB@@@	Compound 834	Pyrithione		4.84	non-CNS	127.167	0.2216	-4.074	-2.2138	2	0	91.17	0	0.69315	8	125 <= x < 150	
fmopb@NNKuX@cIEEEDhmdYdlddnJeXwleh@``HjjjiB@@	Compound 835	Quetiapine	7.06		CNS	383.515	2.73	-2.46	2.5651	5	1	293.51	0.40367	0.83968	27	375 <= x < 400	
fcoqB@FF{dDPdrmkJkr{lmNRTxL@@@PQUUUPDOT@@	Compound 836	Quinacrine	10.33		non-CNS	399.964	5.256	-5.578	2.3266	4	1	318.74	0.5327	0.87243	28	375 <= x < 400	
fmwqb@LDMA@pAFRRFIIPiQIIIKQV]dlukUUUUUUAA@@@	Compound 837	Quinagolide	8.22		CNS	395.566	2.9702	-2.739	-1.3853	6	2	297.61	0.44606	0.86758	27	375 <= x < 400	
fhqQ`@DX@pRSJswKmNMTsUTuBU@@	Compound 838	Quinalbarbitone		7.48	CNS	238.286	1.5657	-2.796	1.5309	5	2	189.42	0.56942	0.73945	17	225 <= x < 250	
e`TTJ@@BK@DIJfdfyeeyW{gUmQM@dgofjjZJBJZj@@@@@	Compound 839	Quinapril		3.72	non-CNS	438.522	0.6984	-3.463	-3.0013	7	2	341.7	0.57385	0.84708	32	425 <= x < 450	
fm@`@@CrQQQIIRiSISQJTViJ]yNZ}hJBbjjjjlj`@@	Compound 840	Quinestrol			non-CNS	364.527	5.2849	-6.071	5.2849	2	1	280.1	0.2565	0.90011	27	350 <= x < 375	
fdyqa@IZ}pS`QA@cHhheHeThbqUoPPKESTTKD@@	Compound 841	Quinethazone			non-CNS	289.742	0.8072	-3.053	0.80419	6	3	191.47	0.31229	0.83521	18	275 <= x < 300	
fi{qb@BTeCOPAFRSQIJIIQIIiI\DyHXmMT@A@UU@PAP@	Compound 842	Rabeprazole			non-CNS	359.449	2.18	-2.55	2.1751	6	1	276.99	0.41551	0.8003	25	350 <= x < 375	
edVXBH@CgHji`@cIEEEDddhdcBeldeDdQQhEXetLCCT`D@LPDAUUU@P@@	Compound 843	Raloxifene	7.95	8.89	non-CNS	473.591	5.5983	-6.867	4.9377	5	2	356.89	0.49408	0.88637	34	450 <= x < 475	
e`TRFH@LEEmiLbick`@cIEEEMLUEDeDiUDijPpeul}TsSTE@uDtuPpFT@@	Compound 844	Raltitrexed		3.72	non-CNS	458.494	0.7203	-3.727	-2.7193	10	4	333.65	0.54082	0.84822	32	450 <= x < 475	
flu``@D@BdrnsKONc^bEKUUPQDTTNT@@	Compound 845	Ramelteon			CNS	259.348	3.3717	-3.48	3.3717	3	1	206.55	0.39209	0.82134	19	250 <= x < 275	
eg`TJ@@BK@DILblbfbbTRtVLTVRTrW@agausUUMUUSUP@T@@@	Compound 846	Ramipril		3.77	non-CNS	416.516	0.6183	-3.371	-3.0329	7	2	320.96	0.57503	0.8486	30	400 <= x < 425	
fjuIbBNF\FfR`B@rWdiVUWeVxTjjZfjjfPPd`	Compound 847	Ranitidine	9.55	7.12	non-CNS	314.409	-2.1832	-1.903	-3.8492	7	1	254.42	0.73682	0.59852	21	300 <= x < 325	
dk^@@@rQQJIIEatzjBpHbJ@@	Compound 848	Rasagiline	8.4		CNS	171.242	1.7293	-2.506	0.4202	1	1	148.81	0.18542	0.6593	13	150 <= x < 175	
fnsa`@A@XGIEDhlihdhedZB}eMZjj`@HBJ@@@	Compound 849	Reboxetine	7.91		CNS	313.396	2.5587	-2.976	1.9314	4	1	253.28	0.40666	0.75761	23	300 <= x < 325	
fcEP@D\DkS`q@Wj}yEDieeDeEeCDhlnBmzJVcZiZ@Hjjjja`@@	Compound 850	Regadenoson			non-CNS	390.359	-2.4947	0.291	-2.4947	13	5	270.36	0.35269	0.9148	28	375 <= x < 400	
eh\RLJ@MGCokFg`H`RPddEIAJPrJJIJSUSJJKYJIJFYc`jkXz@`jihHB`@f`@@@	Compound 851	Regorafenib			non-CNS	482.820	4.2436	-7.003	4.2433	7	3	334.91	0.51405	0.8024	33	475 <= x < 500	
fmgQP@JA@apyyEDiMDeEEedceMhJZmUUTCPTTu@@@	Compound 852	Remifentanil	7.51		CNS	376.451	2.0301	-2.276	1.6715	7	0	297.12	0.61748	0.80949	27	375 <= x < 400	
ec_RFH@CFeohDMJ`\P@cIICHkEEeEDeDbihdhkEMDbTL}}rJkjmUUMPTCQSUUUUUCP@@	Compound 853	Remikiren	6.74		non-CNS	630.848	2.5813	-5.095	2.4948	10	5	480.1	0.50428	0.8444	44	625 <= x < 650	
ff}Qb@CAHkPLSHhhdhUElhhlpRRpPQSUUUECu@@	Compound 854	Remoxipride	8.4		CNS	371.274	2.4991	-2.978	1.4583	5	1	255.98	0.51163	0.80395	22	350 <= x < 375	
eh\TB@@OF`DFGLbfbbRrrfTTRbTTUVDTFn~AZBBJfjB`jbhJ@J`@	Compound 855	Repaglinide		3.68	non-CNS	452.593	4.5828	-5.003	0.85822	6	2	364.99	0.4837	0.82973	33	450 <= x < 475	
eg\tI@@NbPDIBjaeoc\bbRbTRbTRVbRbrRRrvaRRRv`VTwQrMKOJnkTuUAU@uQUUUSPATT@DAD@	Compound 856	Rescinnamine	7.02		non-CNS	634.723	3.9046	-4.816	3.5165	11	1	476.35	0.32843	0.99979	46	625 <= x < 650	
