Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	
f`ii@@FBu[pDigvVUqPug^if`HJa@@	10.0		spectrophotometric	a2/apparent		basic	5022	1; 1; 1; 0.98006; 0.98006; 0.98006; 0.98006; 0.98006; 1; 1	10	6337; 6338; 6336; 6334; 6329; 6330; 5565; 5563; 5021; 5023	0.589888	0.55620885	
f`ii@@FBu[pDigvVUqPug^if`HJa@@	3.8		spectrophotometric	a1/apparent		basic	5023	1; 1; 1; 0.98006; 0.98006; 0.98006; 0.98006; 0.98006; 1; 1	10	6337; 6338; 6336; 6334; 6329; 6330; 5565; 5563; 5021; 5022	0.59411496	0.5172896	
f`ip@@@BTeLrwZmNFl{pDQUUQP@@	10.12	25	potentiometric	a2/apparent		basic	5024	0.95174; 0.95174; 1	3	5038; 5037; 5025	0.115636274	-0.45018348	
f`ip@@@BTeLrwZmNFl{pDQUUQRBDLH@@	10.14	25	potentiometric	a2/apparent		basic	5025	0.95174; 0.95174; 1	3	5038; 5037; 5024	0.12999074	-0.43506566	
f`ip@@@F\eLsJjmNRmkp@@@Q@@@@	11.49	20	potentiometric	a/apparent		basic	5026	0.97331; 1; 1; 1; 1; 1	6	5351; 5033; 5035; 5032; 5029; 5027	-0.48205313	-0.73344356	
f`ip@@@FleLsJk]NR]kp@@@T@@@@	11.0	20	spectrophotometric	a/apparent		basic	5027	0.97331; 1; 1; 1; 1; 1	6	5351; 5033; 5035; 5032; 5029; 5026	-0.46099433	-0.7338008	
f`ip@@@LxeLl{[mART{pPLU@@@@@	4.47	25	spectrophotometric	a2/apparent	NH	basic	5028	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5041; 5040; 5039; 5031; 5030	-0.42895347	0.32610416	
f`ip@@@N}dbbbbRQrhJQmV@@@@J@@@	6.18	20	spectrophotometric	a/apparent		basic	5029	0.97331; 1; 1; 1; 1; 1	6	5351; 5033; 5035; 5032; 5026; 5027	-0.44656542	-0.75155044	
f`ip@@@PydbbbbTNVXKdg^fjYB@X@@	4.84	25	potentiometric	a1/apparent		basic	5030	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5041; 5040; 5039; 5031; 5028	-0.4594772	0.3404031	
f`ip@@@PydbbbbTjVXKdg^fjYB@X@@	5.09	25	mean from 2	a1/apparent		basic	5031	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5041; 5040; 5039; 5028; 5030	-0.4898098	0.31215793	
f`ip@@@V|eLsJzmNRMip@@@DP@@@	9.65	20	spectrophotometric	a/apparent		basic	5032	0.97331; 1; 1; 1; 1; 1	6	5351; 5033; 5035; 5026; 5027; 5029	-0.47431296	-0.71623325	
f`ip@@@V}dbbbbRrUirQmN@@@@b@@@	8.11	20	spectrophotometric	a/apparent		basic	5033	0.97331; 1; 1; 1; 1; 1	6	5351; 5026; 5027; 5029; 5032; 5035	-0.4524565	-0.71564054	
f`ip@@@XIdbbbfQRRIQVg^Z`hBjb@@	7.65	20	spectrophotometric	a/apparent		basic	5034		0		0.55247426	-0.6569609	
f`ip@@@\\eLsLn}IJl[p@D@A@@@@	9.3	20	spectrophotometric	a/apparent		basic	5035	0.97331; 1; 1; 1; 1; 1	6	5351; 5026; 5027; 5029; 5032; 5033	-0.4684542	-0.7515936	
f`ip@@@\leLsJzmNRMip@@@DP@@@	4.8	30	spectrophotometric	a1/apparent		basic	5036	1; 1	2	7218; 7212	0.32726005	-0.23900689	
f`ip@D@BTJTifV{Uipug^@bJjjJ@@	9.46	25	potentiometric	a1/apparent		basic	5037	1; 0.95174; 0.95174	3	5038; 5024; 5025	0.13677022	-0.45684186	
f`ip@D@BTJTifV{Uipug^@bJjjJPPaa@@	9.39	25	potentiometric	a1/apparent		basic	5038	0.95174; 0.95174; 1	3	5024; 5025; 5037	0.15093298	-0.4423316	
f`ip@D@BdBTjWvUUhqVg^B@fh@@@@	2.26	25	spectrophotometric	a1/apparent	NH	basic	5039	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5041; 5040; 5028; 5030; 5031	-0.44691402	0.33005625	
f`ip@D@BdBTjWvUUhqVg^B@fh@@@@	8.89	25	spectrophotometric	a2/apparent	NH	acidic	5040	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5041; 5028; 5030; 5031; 5039	-0.46853238	0.32081378	
f`ip@D@XDBTifVWWqSSk^Z``@@`@@	-1.27	25	spectrophotometric	a1/apparent	NH	basic	5041	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	7221; 7220; 7217; 7216; 7215; 7222; 7211; 7208; 7209; 6339; 5028; 5030; 5031; 5039; 5040	-0.48193145	0.33265418	
f`q@P@@HhIImegV^RMYjfh@h@@@	4.75		potentiometric	a/apparent		acidic	5042		0		-0.8365004	0.18995151	
f`q@P@@Ht[HhdheMDcScoMSLC@P@@	3.3		potentiometric	a/apparent		acidic	5043		0		0.77524185	-0.623053	
f`q@P@@Lt[HhdhmEDcQcoMKTC@P@@	1.51	25	conductometric	a/thermodynamic		acidic	5044		0		0.6775208	-0.7316707	
f`q@`@@HR[YWYTTg^Z`@`@@@@	4.46	25		a1/apparent	COOH	acidic	5045	1; 1; 1; 1	4	2328; 2329; 4939; 4940	0.46284795	-0.35837933	
f`q@`@@RRfuvyUgG^h@J`@@@@	-8.0	25		a1/apparent	COH2(1+)	basic	5046		0		-0.148987	-0.9224207	
f`qA@@@YEEEEUDdfB]yiffejP@@	6.26	25	spectrophotometric	a1/apparent		basic	5047	1	1	5937	0.37229612	-0.24207999	
f`qAB@H@|Djn]YwdYwfhH@@@@@	-1.82	25		a1/apparent		basic	5048		0		-0.70659447	-0.47756845	
f`qA`@@DMdTTTtRRQXKSfiB`ThA@t@	4.78		spectrophotometric	a/apparent		acidic	5049	0.95174	1	6529	-0.34982166	0.22204578	
f`qA`@@F}dTTTRRTqe[Sf`@@``@@	7.74	25	potentiometric	a1/apparent		acidic	5050	0.95174; 0.95174; 0.95174	3	6951; 6948; 6946	0.76499647	0.4366412	
f`qA`@@HDdwJwroIN|t@Q@@@@@	3.95	25	mean from 2	a1/thermodynamic	COOH	acidic	5051	0.95174; 1; 1	3	6296; 5053; 5052	-0.2403534	-0.4639633	
f`qA`@@HXdwLkvheN|tDD@@@@@	3.53	25	conductometric	thermodynamic		acidic	5052	0.95174; 1; 1	3	6296; 5053; 5051	-0.23067081	-0.4889086	
f`qA`@@HddwJzroAN|t@E@@@@@	4.52	25	potentiometric	a1/thermodynamic		acidic	5053	0.95174; 1; 1	3	6296; 5051; 5052	-0.249817	-0.48269185	
f`qHB@NRUXDPdrnlkMFF]@APAD@@@	6.6	25	spectrophotometric	a/apparent		basic	5054		0		0.9383734	-0.06131613	
f`qH`@F\EHBLbfRbTLRPiN|uSU@@`@@	5.0			a/apparent		acidic	5055	1; 1	2	6970; 6969	0.20807835	-0.70857024	
f`qH`@L\DhEdimY{YYpsj@BjYb@@	6.9	20	potentiometric	a1/apparent		acidic	5056	1	1	6082	-0.89112353	-0.114520006	
f`qH`DDDxHAc\dsOJ|yFZmSTDDT`@@	10.3	20	potentiometric	a2/apparent		basic	5057	1; 1; 1	3	6974; 6973; 5058	0.23566541	0.15083337	
f`qH`DD\DhEnSdTRbbLrbipsh@bjYb@@	5.5	20	mean from 2	a1/apparent		acidic	5058	1; 1; 1	3	6974; 6973; 5057	0.24858826	0.16843978	
f`qHa@LLEJB@AE@cIIKDeeDepSoKTuP@H@@	7.7		spectrophotometric	a1/apparent		acidic	5059	0.9771	1	5062	0.2892036	0.8958578	
f`qHa@LRmzB@A@`cIIBhhddkiqkKTDaQB@@	4.77		potentiometric	a/apparent		acidic	5060	1; 1; 1	3	6086; 6085; 5061	0.6931055	-0.33689883	
f`qHa@LRmzB@A@`cIIBhhddkiqkKTDaQB@@	2.15		potentiometric	b/apparent		basic	5061	1; 1; 1	3	6086; 6085; 5060	0.67431676	-0.33185375	
f`qHaDLLEJB@AE@cGYIIXdlhdnB]yZfj@A@@@	11.11		spectrophotometric	a2/apparent		acidic	5062	0.9771	1	5059	0.26706144	0.90130496	
f`qHb@LBezB@AFRREQQIIWScVVhFBbD@@	9.72		potentiometric	a/apparent		acidic	5063	0.98006; 0.98006; 0.98006; 0.98006; 0.98006; 0.98006	6	6207; 6206; 6205; 6208; 6200; 6199	0.6728467	-0.70267904	
f`qIPAHRtXBFN}BT]j_\dwL|jpeFltDDULH@@	2.5	25	potentiometric	a/apparent		acidic	5064		0		-0.64786655	0.68759555	
f`qP@@@JRiU}YVgG^jjfjjhDNP	9.7		potentiometric	a2/apparent	NH+	basic	5065	0.95174	1	5073	-0.3120151	-0.34192723	
f`qP@@@JrQQRKFYZDhZsUTuUU@ar@	12.1			a/apparent		basic	5066		0		-0.9144354	-0.17513587	
f`qP@@@RrRJFIQSQBt[uP@PE@@@@	12.13	24	mean from 4	a1/apparent	H	basic	5067	1; 0.9771; 1; 0.98006; 0.9771; 0.9771; 0.9771; 1	8	6310; 5517; 5463; 5412; 633; 937; 3726; 4952	-0.21221055	0.11080361	
f`qP@@@TRfYW{TRg^dJB@@@DHP	8.3	25	potentiometric	a/thermodynamic		basic	5068		0		0.9536153	0.10697812	
f`qP@@@ZrJJIQSQRle[tD@EA@@@@	3.7	25	potentiometric	a2/apparent		basic	5069	0.9615; 1; 1; 1; 1; 1; 1	7	7036; 6983; 1052; 2382; 5072; 5071; 5070	0.36846393	-0.3578278	
f`qP@@@^RYVyY~gKN`B@bB@@@	5.0	25	potentiometric	a2/apparent		basic	5070	0.9615; 1; 1; 1; 1; 1; 1	7	7036; 6983; 1052; 2382; 5072; 5071; 5069	0.34993118	-0.38999537	
f`qP@@@^rJIJ[QQHtYYt@E@PP@@@	4.9	25	potentiometric	a2/apparent		basic	5071	0.9615; 1; 1; 1; 1; 1; 1	7	7036; 6983; 1052; 2382; 5072; 5069; 5070	0.32389846	-0.36328837	
f`qP@@@^rJJIEQISLxZtAA@AP@@@	4.64	25	mean from 2	b1/apparent		basic	5072	0.9615; 1; 1; 1; 1; 1; 1	7	7036; 6983; 1052; 2382; 5069; 5070; 5071	0.3469952	-0.36733317	
f`qP@D@JAJUJokJtx{uUTuUU@ar@	7.9		potentiometric	a1/apparent	NH+	basic	5073	0.95174	1	5065	-0.3153264	-0.32027897	
f`qP@D@RANRQPqJJZHVc^j@B@h@@@	-9.0	25	potentiometric	a2/apparent	R3NH%+&	basic	5074	0.95174; 0.9771; 0.9771; 0.9771	4	5352; 642; 938; 3735	0.1026188	0.076386236	
f`qP@D@ZANQQQJJZJUdk^``@hH@@@	2.1	25	spectrophotometric	a1/apparent		basic	5075	1; 1; 1; 1; 1	5	6992; 5077; 5078; 5076; 2391	-0.5355357	-0.41549414	
f`qP@D@^AJSJwKOtyYt@PDPP@@@	3.8	25	potentiometric	a1/apparent		basic	5076	1; 1; 1; 1; 1	5	6992; 2391; 5077; 5078; 5075	-0.57026416	-0.43512273	
f`qP@D@^ANQQISZJIFcKN`@hBB@@@	3.7	25	potentiometric	a1/apparent		basic	5077	1; 1; 1; 1; 1	5	6992; 2391; 5075; 5076; 5078	-0.57206196	-0.4136451	
f`qP@D@^ANQQQHjIJYgCV`HH@J@@@	3.38	25	mean from 2	b2/apparent		basic	5078	1; 1; 1; 1; 1	5	6992; 2391; 5075; 5076; 5077	-0.55508846	-0.40365463	
f`qPP@LF@awdfVUuUUjsfjjjVj@@	4.7	25	potentiometric	a1/apparent		acidic	5079		0		0.8299119	0.5309089	
f`qPPBHR@awhRclbfbbTVQ`eZLt@@AL@@@	1.41		potentiometric	b/thermodynamic		acidic	5080	1	1	5081	-0.16966406	-0.8559688	
f`qPPFHR@awhRco]dTtTRbrLDkQf`@@I`@@	4.67	25	potentiometric	a/thermodynamic		basic	5081	1	1	5080	-0.15881361	-0.87337583	
f`qP`@FJ@{HhhhddciHrmM@pRSD@@	9.01		spectrophotometric	a/apparent		acidic	5082	1; 0.95174; 0.95174	3	6105; 2450; 3345	0.313128	-0.49432993	
f`qP`@FR@YJY}UY\T]zfZjijP@@	8.61	20	potentiometric	a2/apparent		basic	5083	0.95709	1	5086	-0.511912	-0.83573574	
f`qP`BHB@bDhyInUoe^R]yh@b@@@@@	-1.27	25	mean from 2	b1/apparent	NH	basic	5084	1	1	5085	-0.8645571	0.02207802	
f`qP`BHR@bDhyInUue^B]yh@J@@@@@	-2.5	25	mean from 3	a1/apparent	NH	basic	5085	1	1	5084	-0.8526494	0.040002294	
f`qP`DFR@YdiSOjkKbcoTsUUMR@@	5.74	20	potentiometric	a1/apparent		basic	5086	0.95709	1	5083	-0.52338076	-0.83149433	
f`qPb@LB``@QddaTTRRVtzwej@@@@@@	8.2	20	potentiometric	a/apparent		acidic	5087	0.96832; 0.96832; 0.96832; 0.96832	4	7015; 6201; 5172; 5171	0.5777286	0.3769511	
f`qPb@LDTXDPdlloL}FZmSUADT@@@	4.1	30	spectrophotometric	a1/apparent	N(1+)-H	basic	5088		0		0.8012212	0.5869067	
f`qPb@LV``@QddabbRRqUXsej`hHh@@	7.41	20	mean from 2	a/apparent		basic	5089		0		0.33003154	0.5801826	
f`qQ@@AZ@eLkvnwIJuPPPuTP@@	6.07			a1/apparent	=NH(+)	basic	5090	1; 1; 1; 1; 1	5	7022; 7021; 1080; 2439; 3334	-0.7077546	-0.49905092	
f`qQ@@A^@eMkkJ{NV]P@T@D@@@	5.9	20	potentiometric	a/apparent		basic	5091		0		-0.37838525	0.8986667	
f`qQ@@DB@dsLvj~gV|uP@@@@@@	1.44		spectrophotometric	a/apparent		basic	5092	0.96832	1	4356	0.10167338	0.93459153	
f`qQ@@DD@drvljiJV}SUPPP`@@	8.2		potentiometric	a/apparent		acidic	5093	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	28	7026; 7024; 7025; 7023; 6714; 6598; 6472; 6115; 6114; 6015; 5957; 5716; 5411; 1088; 2020; 2021; 2443; 2446; 2447; 3337; 3338; 3339; 3340; 3341; 3342; 5095; 5094; 4982	-0.48290387	-0.10131138	
f`qQ@@DD@dsMrkiFV}SUAPP`@@	11.4		potentiometric	b/apparent		acidic	5094	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	28	7026; 7024; 7025; 7023; 6714; 6598; 6472; 6115; 6114; 6015; 5957; 5716; 5411; 1088; 2020; 2021; 2443; 2446; 2447; 3337; 3338; 3339; 3340; 3341; 3342; 4982; 5095; 5093	-0.45650285	-0.12938704	
f`qQ@@DDAdTTTtRbUHqwjZhJ`D@@	11.6		potentiometric	b/apparent		acidic	5095	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	28	7026; 7024; 7025; 7023; 6714; 6598; 6472; 6115; 6114; 6015; 5957; 5716; 5411; 1088; 2020; 2021; 2443; 2446; 2447; 3337; 3338; 3339; 3340; 3341; 3342; 4982; 5093; 5094	-0.50284284	-0.14426593	
f`qQ@@DF@dsLvj~gV|uP@@@@@@	3.66		spectrophotometric	a/apparent		basic	5096	0.96832; 0.96832; 1	3	4350; 4353; 5100	0.18929814	-0.7216522	
f`qQ@@DL@dwLrj~gV|uP@@@@@@	3.8	20	spectrophotometric	a1/apparent	N-H	basic	5097		0		-0.63371545	0.75223887	
f`qQ@@DNAdTRbbRRqUXsfdJARb@@	9.89		potentiometric	a/apparent		basic	5098		0		0.62599075	-0.77205366	
f`qQ@@DT@drlrj~gV|uPTEDP@@	7.85	20	potentiometric	b1/apparent		basic	5099	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	6772; 6241; 6238; 6237; 6236; 6119; 6118; 5719; 5717; 5606; 5604; 4650; 4652; 4875; 4878	-0.3179669	-0.09096163	
f`qQ@@D^@dsLvj~gV|uP@@@@@@	4.68		potentiometric	a/apparent		basic	5100	0.96832; 0.96832; 1	3	4350; 4353; 5096	0.17003873	-0.7326674	
f`qQ@@G^@dsLjolcZlt@@@T@@@	2.92	25	spectrophotometric	a2/thermodynamic		basic	5101		0		-0.7940872	-0.473587	
f`qQ@DG^@zTfYeU}d[Uf`@@B`@@	1.37	25	spectrophotometric	a1/thermodynamic		basic	5102		0		-0.5016382	-0.8514946	
f`qQ@DHLAB\bbbdTTjMFN}MUPTA@@@	2.06	25		a1/apparent	H+ of N+H	acidic	5103		0		0.7310403	-0.11716951	
f`qQP@DX@ISoILrl{jsfcMUMMUUbaFjCT@@	9.3		spectrophotometric	a1/apparent		acidic	5104	0.971	1	6103	0.60896975	-0.29721528	
f`qQ`@DTAKrSKNmktyYsUUH@TPpP@	9.47	18	potentiometric	a/apparent		acidic	5105		0		0.21564858	-0.9349844	
f`qQ`@JJ@KrTkk[Jdh{uUUUUU@@@	6.98	25	potentiometric	a2/apparent		basic	5106	0.98006; 0.98006	2	7005; 2410	0.26987478	-0.33615628	
f`qQ`@JRAYrTwJvk|TJUA@qUQ@@@	5.24	30	spectrophotometric	a1/apparent	N(1+)-H	basic	5107	0.95174	1	7006	0.6335105	0.6903985	
f`qQ`DFR@crNR[fV]lVcVZBBaZH@@	12.2		potentiometric	b/apparent		acidic	5108	0.96832; 1	2	6543; 5724	0.59681165	-0.17596473	
f`qQ`DJJ@KuIRe][YTeG^jjjjjh@@	5.0	25	potentiometric	a1/apparent		basic	5109	0.95174; 0.95174; 0.95174; 0.95174	4	7013; 2291; 2430; 2453	-0.04537033	0.19863407	
f`qQ`FHF@ctIQqirJZJIQXiBUhsP@@EP@@@	11.67	25	spectrophotometric	a2/apparent	O-H	acidic	5110	1; 0.95174	2	6125; 3324	-0.44473234	0.7371986	
f`qQa@LR`cp@`PQddaTTRRUtxuejBPha@@	6.0	25	potentiometric	a/apparent		acidic	5111	0.94515	1	6215	0.7812433	-0.053761184	
f`qY@@B\MYw`ILrosLpQgPPIRuDBCH	8.22	25	spectrophotometric	a2/apparent		acidic	5112	0.96519; 0.96832; 1; 1; 1	5	7047; 6130; 5113; 5115; 5114	-0.81972367	-0.006967474	
f`qY@@B\MYw`ILrosLpQgPPIRuDBCH	3.51	25	spectrophotometric	a1/apparent		basic	5113	0.96519; 0.96832; 1; 1; 1	5	7047; 6130; 5112; 5115; 5114	-0.8457323	0.018208796	
f`qY@@NBMYw`ILkjsMQagP@SRuDBGH	7.81	25	spectrophotometric	a2/apparent		acidic	5114	0.96519; 0.96832; 1; 1; 1	5	7047; 6130; 5115; 5112; 5113	-0.83872044	-0.0032757316	
f`qY@@NBMYw`ILkjsMQagP@SRuDBGH	3.48	25	spectrophotometric	a1/apparent		basic	5115	0.96519; 0.96832; 1; 1; 1	5	7047; 6130; 5112; 5113; 5114	-0.8575752	3.9580071E-4	
f`q`@@@ILsJkKHvoM@@@T@@@	6.82		potentiometric	b/apparent		basic	5116	1; 1; 1; 1; 1	5	7052; 5119; 5118; 2465; 5117	-0.60287863	0.45972922	
f`q`@@@ILsLjzjqoM@A@D@@@	6.79		potentiometric	b/apparent		basic	5117	1; 1; 1; 1; 1	5	7052; 5119; 5118; 2465; 5116	-0.5688058	0.49056914	
f`q`@@@YEEEEDdceVLyh@H@H@@@	6.79		potentiometric	b/apparent		basic	5118	1; 1; 1; 1; 1	5	7052; 2465; 5119; 5116; 5117	-0.56683564	0.4691995	
f`q`@@@YEEEEEDeUNmyh@H`@@@@	7.71		potentiometric	b/apparent		basic	5119	1; 1; 1; 1; 1	5	7052; 2465; 5116; 5117; 5118	-0.56624556	0.44689175	
f`q`A@D@BGRBSKLjoJl[sT@@A@@@@	10.29		spectrophotometric	a1/apparent		acidic	5120	1; 1; 1	3	6133; 6132; 5121	-0.27076086	0.13080284	
f`q`A@D@BORFQQJJIIKEUcNZ`@@B@@@	10.77		spectrophotometric	a1/apparent		acidic	5121	1; 1; 1	3	6133; 6132; 5120	-0.29129905	0.12620772	
f`q`A@I@bAABSJ{[JtX{t@Dt@@@@@	10.76		spectrophotometric	a1/apparent		acidic	5122	0.97331; 0.97331; 0.97331; 0.97331; 0.97331; 0.96832; 1; 0.97331; 0.97331; 0.96832	10	6148; 6147; 6142; 6143; 6141; 6137; 6134; 5755; 5753; 5124	0.021585923	-0.06912729	
f`q`A@I@qAAFQQISPjIJgG^`BF`@@@@	10.49		spectrophotometric	a1/apparent		acidic	5123	0.97331; 0.97331; 0.97331; 0.97331; 0.97331; 0.96832; 1; 0.97331; 0.97331; 0.96832	10	6148; 6146; 6144; 6143; 6145; 6138; 6135; 5754; 5756; 5125	0.082414046	-0.061320312	
f`q`A@N@bIABSJzwJtX{t@EL@@@@@	10.85		spectrophotometric	a1/apparent		acidic	5124	0.96832; 1; 0.96832; 0.96832; 0.9615; 0.96832	6	6140; 6137; 6134; 5739; 4414; 5122	-0.009272314	-0.03697741	
f`q`A@N@qIABSJzwJtX{t@EL@@@@@	10.42		spectrophotometric	a1/apparent		acidic	5125	1; 0.96832; 0.96832	3	6138; 6135; 5123	0.083717145	-0.04059656	
f`q`B@D@BDfVUYwdYwfhH@@@@@	12.16	20	potentiometric	a1/apparent		acidic	5126	0.9615	1	4415	-0.6197822	0.21444127	
f`q`B@D@BDfVYU_UXsfh@@@`@@	11.5		spectrophotometric	a1/apparent		acidic	5127	1; 1; 1; 1; 1	5	7055; 6139; 5130; 5128; 5129	-0.7367791	0.015816616	
f`q`B@D@BDfVYVWTzwfh@@`@@@	10.21	20	potentiometric	a1/apparent		acidic	5128	1; 1; 1; 1; 1	5	7055; 6139; 5130; 5127; 5129	-0.7310624	0.05550567	
f`q`B@D@BLbbTTRRVJkF\u@@@D@@@	10.81	20	potentiometric	a1/apparent		acidic	5129	1; 1; 1; 1; 1	5	7055; 6139; 5130; 5127; 5128	-0.75572944	0.02002201	
f`q`B@D@BLbbTTTRRNgV|u@A@@@@@	10.87	20	potentiometric	a1/apparent		acidic	5130	1; 1; 1; 1; 1	5	7055; 6139; 5127; 5128; 5129	-0.7429874	0.03776359	
f`q`B@L@BDigfUWtzwjZ@@@@@@	4.43	25		b/apparent		basic	5131		0		-0.34813756	0.67753077	
f`q``@D@HdsMrj~gV|uP@@@@@@	-2.08	25	mean from 3	a1/apparent	COH%+&	basic	5132	0.95174; 0.95174; 1	3	6942; 4446; 5133	0.24747372	-0.33459345	
f`q``@D@HdsMrj~gV|uP@@@@@@	7.87	26	mean from 4	a1/apparent		acidic	5133	0.95174; 0.95174; 1	3	6942; 4446; 5132	0.23494963	-0.35347596	
f`q``@I@|dsJkvheN|tDDUTP@@	6.5	25	potentiometric	a1/thermodynamic	NH(1+)	basic	5134	1; 1; 0.9615	3	6161; 5741; 5140	-0.62295103	0.37751105	
f`q`aDED|BHeDDyIf^_eV\]zB@jjh`@@	8.85	25	mean from 2	a2/apparent		basic	5135	0.9771; 0.9771; 0.98006; 0.98006; 0.9771; 0.9771	6	7077; 7076; 6173; 6172; 5149; 4704	0.088627554	-0.19611564	
f`q`aDED|BHeDJeIf^_eV\]zB@jjh`@@	5.67	25	mean from 2	a1/apparent		acidic	5136	0.98006; 0.98006; 0.9771; 0.9771	4	6174; 6171; 5150; 4705	0.059849836	-0.2251572	
f`q`b@LPP@HrRPjJIIKZ][ru@@@@@@@	8.22	23	mean from 4	a1/apparent	NH	acidic	5137	1; 1; 1; 0.9615; 0.9615; 0.9615; 1; 0.9615; 0.9615; 0.9615; 0.9615; 0.9615	12	6169; 6168; 6167; 6166; 6165; 6164; 6025; 5765; 5763; 5711; 5710; 5431	-0.031513926	-0.25353345	
f`qa@@A@rQSQJHsI\T{uA@p@@@@@	7.29	25	potentiometric	b/apparent		basic	5138	0.9615; 0.9615; 1	3	6150; 5740; 5142	0.3954833	-0.07776351	
f`qa@@F@RYfWg^Qg^jB`@@ADJLT@@	10.46		potentiometric	b/apparent		basic	5139		0		-0.47495946	-0.23105153	
f`qa@@I@RYeU{TRg^ZBBJjH@@	9.23	25	potentiometric	a1/thermodynamic	NH(1+)	basic	5140	0.9615; 0.9615; 0.9615	3	6161; 5741; 5134	-0.6411986	0.3838954	
f`qa@@I@RfU}YW`g^hHB`@@@@	1.41	25	mean from 2	b1/apparent	NH	basic	5141	0.95174; 0.95174; 0.95174	3	2469; 2470; 3364	0.06891284	0.060455874	
f`qa@@I@rQSISPqILD{u@DL@@@@@	6.59		potentiometric	b/apparent		basic	5142	0.9615; 0.9615; 1	3	6150; 5740; 5138	0.38943946	-0.09825344	
f`qa@DC@MJSLjsoBuYsPP@@P@@@	10.98	25	spectrophotometric	a1/apparent		acidic	5143	1; 1; 1; 1; 1; 1; 1; 1	8	7095; 7094; 7089; 7085; 7084; 7088; 5148; 5147	-0.4265022	-0.3334983	
f`qa@DC@MJSLjsoBuYuHP@@P@`b@	6.75	25	spectrophotometric	a1/apparent		acidic	5144	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	11	7111; 7110; 7109; 7099; 7098; 7097; 7096; 7091; 7090; 7087; 7086	0.38025618	0.3192152	
f`qa@DE@UJSJzlrtX{t@DpD@@ar@	8.4	25	spectrophotometric	b1/apparent	O	acidic	5145	1; 1	2	2501; 2502	0.25054744	-0.2599636	
f`qa@DF@YJSLrm{rL{sPT@@@@@@	11.465	45 - 25	spectrophotometric	a1/apparent	CH-CO-Ph	acidic	5146		0		-0.77922803	-0.4631983	
f`qa@DM@uJSLjsjbu[sPP@A@@@@	9.02	25		a1/apparent		acidic	5147	1; 1; 1; 1; 1; 1; 1; 1	8	7095; 7094; 7089; 7085; 7084; 7088; 5148; 5143	-0.39150015	-0.31207547	
f`qa@DN@yNQQQIJJYDVg^ZB@B@@@@	10.265	40 - 20	spectrophotometric	a1/apparent	Py-CO-CH2-	acidic	5148	1; 1; 1; 1; 1; 1; 1; 1	8	7095; 7094; 7089; 7085; 7084; 7088; 5143; 5147	-0.38962927	-0.33390108	
f`qaADEDADRbB\dsOOrkNN}A@UUTP@@	11.12	25	spectrophotometric	a2/apparent	R2NH	basic	5149	0.97331; 0.9771; 0.97331; 0.97331; 0.97331; 1; 0.9771; 0.9771	8	7114; 6182; 866; 2228; 2521; 4704; 4915; 5135	0.074640214	-0.21163413	
f`qaADEDADRbERdsOOrkNN}A@UUTP@@	5.97	25	spectrophotometric	a1/apparent	OH	acidic	5150	0.97331; 0.9771; 0.97331; 0.97331; 0.97331; 0.97331; 1; 0.9771; 0.9771	9	7115; 6181; 867; 2229; 2234; 2523; 4705; 4914; 5136	0.06656216	-0.24434493	
f`qaB@AP@xYIHkEdhdnB]zjjj@B@@@	8.08	20	potentiometric	a1/apparent		basic	5151	1	1	6177	0.21622969	-0.82475024	
f`qa`BA@MxT~{HhhhddicJvgM@@AA@@@	5.13		potentiometric	a/apparent		acidic	5152		0		0.72909045	-0.6839094	
f`qa`BH@PrDhyInYweQR]yhHB@@@@@	6.73	25	spectrophotometric	a1/apparent		acidic	5153		0		0.10247322	0.20216429	
