CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	
13292-46-1	Rifampicin		MI, 12, 8382	Clin Infect Dis. 2011 May 52(9):e194-9	19.09.1967	1967	Yes	J04AB02	DMSO, MeOH, CHCl3, AcOEt			No	Oral	GI tract	Plasmatic proteins	Liver	Active (desacetyl-rifampicin)	600	Anorexia, Epigastric misery, Hypersensitivity reactions, Menstrual disturbances, Nausea, Urine coloration			Infectiology, Metabolism	Antibacterial	emrC@@DDnePEHbohTQ]T~q|bbTTVbbtRRbrfbTTvbVabtvtVfRRfLBZVaqiUsKZfB`dIhJbjjZjjjjZjf`jdr`rAVJYaj}V\KaACYQP\@		2 - 3	90 - 95		2.5 - 5		0.8	
536-33-4	Ethionamide	2-ethylpyridine-4-carbothioamide	MI, 12, 3783	Expert Rev Anti Infect Ther. 2012 Sep 10(9):971-81	20.08.1958	1965	Yes	J04AD03	Pyridin	Chemical classification (according ATC code)	Thiocarbamide derivative	Yes	Oral	GI tract	Plasmatic proteins	Liver	Active (sulfide) and inactive	750	Anorexia, Anxiety, Depression, Diarrhoea, Jaundice, Optic nerve damage, Peripheral neuropathy, Taste alteration, Vomiting			Infectiology, Metabolism	Antibacterial	dmu@`DD@cHihdh^Eh@J@@			30		2 - 3			
59804-37-4	Tenoxicam	4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide	MI, 12, 9293	Eur J Rheumatol Inflamm. 1987 9(2):51-7	18.03.1976	1987		M01AC02	H2O, EtOH, MeOH, CH3COCH3	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Oxicam, NSAID		Oral	GI tract	Plasmatic proteins	Liver	Inactive	20	Gastrointestinal ulceration, Hypertension, Nephrotoxicity, Oedema	Enzyme	Cyclooxygenase	Central Nervous System, Metabolism	Analgesic, Anti-inflammatory, Antipyretic	ffcpQ@L^cAEg@BMAFRRFJJYIQjIKdmFKUZiffZ@B`@@		1 - 2	99		60 - 75			
322-79-2	Triflusal	2-acetyloxy-4-(trifluoromethyl)benzoic acid	MI, 12, 9817	Cardiovasc Drug Rev. 2006 Spring 24(1):11-24	20.06.1978	1981		B01AC18	EtOH				Oral	GI tract	Plasmatic proteins	Liver	Active (3-Hydroxy-4-trifluoro-methylbenzoic acid or HTB)	600	Epigastric misery, Erythema, Nausea, Nose bleed			Hematology	Anticoagulant, Antiplatelet	fhq@S@IV|DD`bPqHYEHXdidhhIUT@QSL@@@		0.88	85 - 100	83 - 100	0.53			
32672-69-8	Mesoridazine besylate	10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfinylphenothiazine benzenesulfonic acid	MI, 13, 5937	J Clin Psychiatry. 1981 Dec 42(12):463-9	21.12.1971	1970	Yes	N05AC03	DMSO	Chemical classification (according ATC code)	Phenothiazine derivative		Oral		Plasmatic proteins	Liver		200	Amenorrhoea, Anxiety, Arrhythmia, Dyskinesia, Galactorrhoea, Gynecomastia, Hypotension, Orthostatic hypotension, Seizure, Tachycardia, Urinary troubles, Weight gain			Central Nervous System	Antipsychotic	eb^TBL@DghDLM@@aPHZBLddlRPLffRfbTVRVfbPddVSWVurNJt@CPAEPPQUTDP@@			91 - 99		24 - 48			
1098-60-8	Triflupromazine hydrochloride	N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine hydrochloride	MI, 12, 9814	Am J Psychiatry. 1966 Mar 122(9):1061-2	12.01.1960	1957	Yes	N05AA05	H2O, EtOH, CH3COCH3	Chemical classification (according ATC code), New therapeutic use, Reference	Phenothiazine derivative, Potential antibacterial, Acta Microbiol Immunol Hung. 2004 51(1-2):75-83							100	Anorexia, Blurred vision, Constipation, Insomnia, Mouth dryness, Orthostatic hypotension, Rash, Urinary troubles			Central Nervous System	Antiemetic, Antipsychotic, Anxiolytic	fikPB`AMADPBLrAYBla`TTTTRRVrrdUcAJ\[u@D@PUUUP@@@								
53188-07-1	Trolox	6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid		J Biol Chem. 2009 May 15 284(20):13725-34	03.05.1988			Not yet attributed	EtOH, H2O	Chemical classification (according ATC code)	Water-soluble analog of Vitamin E								None reported			Metabolism	Anti-oxidant	fdy@P@@HIEIne{YgEHsfjj@HjbFB@@								
 75444-65-4	Pirenperone	3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-2-methylpyrido[1,2-a]pyrimidin-4-one		Acta Psychiatr Belg. 1983 Sep-Oct 83(5):517-24	04.10.1990			Not yet attributed														Central Nervous System		ek`\DH@GJfaB`ICHhdlihdldhhihTjFKGFamch@IjjjejjTf@@@								
62-44-2	Phenacetin	N-(4-ethoxyphenyl)acetamide	MI, 12, 7344	Drugs. 1986 32 Suppl 4:46-59	08.04.1989			N02BE03	EtOH				Oral					1800	Carcinogenic, Kidney deficiency, Nephrotoxicity			Central Nervous System, Metabolism	Analgesic, Antipyretic	dknD@DATf^UuFVh@J`@@								
95233-18-4	Atovaquone	3-[4-(4-chlorophenyl)cyclohexyl]-4-hydroxynaphthalene-1,2-dione	MI, 13, 870	J Antimicrob Chemother. 2013 May 68(5):977-85	31.10.1984	1992	Yes	P01AX06 					Oral	GI tract	Plasmatic proteins		None	2250	Anemia, Fever, Headache, Insomnia, Nausea, Neutropenia, Pruritus			Infectiology	Antimalarial, Antiprotozoal	fewAb@@iJBHRYWYWYf{uhsQluGN@BjjZfX@H@@@			99 - 100		48 - 72		0.62	
61-16-5	Methoxamine hydrochloride	2-amino-1-(2,5-dimethoxyphenyl)propan-1-ol hydrochloride	MI, 12, 6067	N Engl J Med. 1992 Jun 18 326(25):1661-5	22.11.1990	Launched	Yes	C01CA10	H2O				Parenteral		Plasmatic proteins			30	Anxiety, Bradycardia, Headache, Hypertension, Nausea, Sweat			Cardiovascular	Antihypotensive, Vasoconstrictor	f`~ab@KPTXDP`s\k_HiTAAUT@@@			0 - 15					
56715-13-0	(R)-(+)-Atenolol	2-[4-[(2R)-2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide	MI, 13, 879	Chirality. 1993 5(1):15-9	10.09.1970	1975	Yes	C07AB03	MeOH, DMSO	Therapeutic classification (according ATC code)	Selective beta-blocking agent	No (Low)	Oral	GI tract	Plasmatic proteins			75	Asthenia, Bradycardia, Bronchospasm, Epigastric misery, Erectile dysfunction, Hypersensitivity reactions, Hypoglycemia, Hypotension, Nausea, Raynaud's syndrome	GPCR	Adrenergic receptor beta-1	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive, Antimigraine	flyQ`@D^@jrS[JzmkBdu@AUUTPM@@			10	50	9		1	
7491-74-9	Piracetam	2-Oxo-1-pyrrolidineacetamide	MI, 13, 7569	Acta Pol Pharm. 2005 Sep-Oct 62(5):405-9	05.08.1969	1972		N06BX03	H2O			Yes	Oral					2400	Diarrhoea, Epigastric misery, Excitation, Haemorrhage, Insomnia, Nausea			Central Nervous System	CNS Stimulant	deUD@DdARYgxfZjf`@		0.75			4 - 5			
83-12-5	Phenindione	2-phenylindene-1,3-dione	MI, 12, 7381	Br J Haematol. 1976 Aug 33(4):551-64	26.01.1965	1952	Yes	B01AA02	NaHCO3, MeOH, EtOH, CH3COCH3	Therapeutic classification (according ATC code)	Vitamin K antagonist (VKA)		Oral	GI tract	Plasmatic proteins	Liver		100	Diarrhoea, Fever, Haemorrhage, Hepatotoxicity, Hypersensitivity reactions, Nephrotoxicity, Rash			Hematology	Anticoagulant	fhy@`@@FrJJJIJIYDgIV|EhJ@D@`@@			97		5 - 6	100		
602-41-5	Thiocolchicoside	N-[1,2-dimethoxy-10-methylsulfanyl-9-oxo-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide	MI, 13, 9398	J Indian Med Assoc. 2008 May 106(5):331-5	14.01.1958	1957		M03BX05		New therapeutic use, Reference	Antiosteoporetic, Br J Pharmacol. 2012 Apr 165(7):2124-6		Oral	GI tract					Diarrhoea, Hypersensitivity reactions, Nausea, Somnolence			Central Nervous System	Antispastic, Muscle relaxant	enUXEH@CJDjamk`RZVP@cIEMEddhhdheLhueDhidaIOHbihTZeiZhJ`ZbjjjjhfEH\ge}HTb`@		0.83			4.5			
61-68-7	Mefenamic acid	2-(2,3-dimethylphenyl)aminobenzoic acid	MI, 12, 5842	Expert Rev Clin Pharmacol. 2013 May 6(3):289-305	18.01.1963	1964	Yes	M01AG01 	EtOH	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Fenamate, NSAID		Oral	GI tract	Plasmatic proteins	Liver	Inactive	1000	Anemia, Dizziness, Dyspepsia, Epigastric misery, Headache, Hepatic enzyme levels elevated, Nausea, Nephrotoxicity, Oedema, Pruritus, Tinnitus	Enzyme	Cyclooxygenase	Central Nervous System, Metabolism	Analgesic, Anti-inflammatory, Antipyretic	fdy``@F@PdwLkwKBUxKPPPAA@@@		2	85 - 100		2 - 4			
60200-06-8	Clorsulon	4-amino-6-(1,2,2-trichloroethenyl)benzene-1,3-disulfonamide	MI, 13, 2435	Parasitol Res. 2005 Jan 95(2):117-28	14.11.1984	1988		Not yet attributed		Veterinary use	Cattle								Hypersensitivity reactions, Oedema			Infectiology, Metabolism	Antihelmintic	fbepR`K^shtT`bDQAH`PPDHrJZZJIRIWRJ]SPPKEK@@@								
41621-49-2	Ciclopirox ethanolamine	6-cyclohexyl-1-hydroxy-4-methylpyridin-2-one 2-aminoethanol	MI, 12, 2325	Drugs. 2010 Nov 12 70(16):2133-52	03.08.1976	1982	Yes	D01AE14	EtOH				Topical	Nail, Skin					Burning, Eczema, Erythema, Pruritus, Skin dryness			Infectiology, Metabolism	Antibacterial, Antifungal	flyQ`@DI@SvQQQZKSI@iLyYsUKUUUT@@								
57-66-9	Probenecid	4-(dipropylsulfamoyl)benzoic acid	MI, 12, 7934	Cardiovasc Toxicol. 2012 Mar 12(1):1-9	26.08.1952	1951	Yes	M04AB01	CHCl3, NaHCO3	Mechanism	Increasing uric acid excretion		Oral	GI tract	Plasmatic proteins	Liver		1000	Anorexia, Dizziness, Headache, Hypersensitivity reactions, Nausea, Urinary troubles	Carrier, Carrier, Carrier	Solute carrier family 22 member 6, Solute carrier family 22 member 8, Solute carrier family 22 member 11	Metabolism	Antigout, Uricosuric	fly`R@LPQEH@cIICEDddeUC^VjB`hf@@@			75 - 95					
54856-23-4	Betahistine mesylate	N-methyl-2-pyridin-2-ylethanamine methanesulfonic acid	MI, 12, 1224	CNS Drugs. 2001 15(11):853-70	12.11.1968			N07CA01	H2O				Oral				2-pyridyl acetic acid	25	Asthenia, Diarrhoea, Drowsiness, Epigastric misery, Headache, Mouth dryness, Nausea			Allergology	Vasodilator	fbiPq@EI`cCNB@DTBLddCd`\TRQW`kRtAAT@@@					3.5			
32986-56-4	Tobramycin	(2S,3R,4S,5S,6R)-4-amino-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol	MI, 12, 9628	Expert Opin Pharmacother. 2012 Mar 13(4):565-71	23.10.1975	1974	Yes	J01GB01 	H2O	Chemical classification (according ATC code)	Aminoside		Parenteral		Plasmatic proteins			240	Hypersensitivity reactions, Nephrotoxicity, Ototoxicity			Infectiology, Metabolism	Antibacterial	e`TZI@@GHfeo`LAEMOLngldTTRbRfLTLJTrbaUDbQVquUUUUUUUUUUTy@dHPjEpiDYKDDbeUAeMCd@@			0 - 5		2			
5086-74-8	Tetramisole hydrochloride	(±)-2,3,5,6-Tetrahydro-6-phenylimidazo[2,1-b]thiazole hydrochloride	MI, 13, 5480	Clin Exp Immunol. 1975 Sep 21(3):468-73	18.05.1971	1992		QP52AE02	H2O	Veterinary use	Pigeon		Oral			Liver			Diarrhoea, Excitation, Vomiting			Immunology, Infectiology	Antihelmintic, Antiparasitic, Immunomodulator	foAPA@BTADPBDFYWyVcNBlzfj`@hap`@								
145-13-1	Pregnenolone	17-acetyl-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	MI, 12, 7915	Molecules. 2013 Sep 27 18(10):12012-28	19.11.1940			Not yet attributed											Acne, Aggressiveness, Anxiety, Arrhythmia, Hair loss, Headache, Insomnia, Irritability			Endocrinology	Anabolic, Anti-inflammatory	fnk@`@@MrJJZQIFYJSKYdmF|DmVjjjjjjjfxaDSHjFSeU@@								
25717-80-0	Molsidomine	1-Ethoxy-N-(3-morpholino-5-oxadiazol-3-iumyl)methanimidate	MI, 12, 6316	Pharmacotherapy. 1987 Jan-Feb 7(1):28-37	13.03.1984	1983		C01DX12 	CHCl3, HCl, AcOEt, MeOH				Oral	GI tract	Plasmatic proteins	Liver	Active		Headache, Hypotension, Nausea, Orthostatic hypotension, Pruritus, Vertigo			Cardiovascular, Hematology	Antianginal, Anticoagulant, Antiplatelet, Vasodilator	fhiHPBLRUhBNAeriRYUmvUdkpVijfjj`PH`		0.5 - 1	10		1 - 2	90		
50-63-5	Chloroquine diphosphate	N'-(7-Chloro-4-quinolinyl)-N,N-diethyl-1,4-pentanediamine diphosphate salt	MI, 13, 2182	Immunol Lett. 2013 Jun 153(1-2):50-7	04.03.1941	1934	Yes	P01BA01	H2O	New therapeutic use, Reference	Anti-cancer, Cancer Res. 2013 Jan 1 73(1):3-7		Oral	GI tract	Albumin, Alpha-1-acid glycoprotein, gammaglobuline	Liver	Active (desethylchloroquine)	500	Blurred vision, Diarrhoea, Dizziness, Headache, Hypersensitivity reactions, Nausea			Metabolism	Anti-inflammatory, Antimalarial, Antiprotozoal	e`_lAL@FMHnaieckgo`Hakpv|LbbRfRVTVRbPLdCdeGDbd@@AUUUSTuA@YP@@		2 - 6	50		240 - 720			
13171-25-0	Trimetazidine dihydrochloride	1-[(2,3,4-trimethoxyphenyl)methyl]piperazine dihydrochloride	MI, 12, 9835	J Am Coll Cardiol. 2012 Mar 6 59(10):913-22	07.09.1962	1978		C01EB15	H2O				Oral	GI tract	Plasmatic proteins			40	Asthenia, Diarrhoea, Dizziness, Dyspepsia, Headache, Nausea, Pruritus			Cardiovascular	Antianginal, Anti-ischemic, Vasodilator	fjeQa@OEQrPHbDQ`FbfbbTUtRRcYKPQDUUTP@@		2	16		6		4.8	
968-81-0	Acetohexamide	4-Acetyl-N-[(cyclohexylamino)carbonyl]benzenesulfonamide	MI, 12, 59	South Med J. 1977 Oct 70(10):1240-1	16.05.1967	1962	Yes	A10BB31 	DMSO, Py, EtOH, CHCl3	Chemical classification (according ATC code)	Sulfonamide urea derivative		Oral					500	Dizziness, Drowsiness, Epigastric misery, Headache, Hypoglycemia, Nausea, Tachycardia, Urinary troubles, Urine coloration, Weight gain	Transmembrane receptor	Sulfonylurea receptors K-ATP channels	Endocrinology	Antidiabetic	ff}PR@LR``VPAFRREQQKKQIJKUduVhFBJjZH@@								
20554-84-1	Parthenolide	(1aR,7aS,10aS,10bS)-1a,5-dimethyl-8-methylene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one	MI, 13, 7120	Inflammation. 2012 Apr 35(2):560-5	11.01.1984	Clinical		Not yet attributed	CHCl3	New therapeutic use, Reference	Anti-cancer, Drug Discov Today. 2013 Sep 18(17-18):894-905								Constipation, Diarrhoea, Dizziness, Epigastric misery, Headache, Insomnia, Menstrual disturbances, Nausea, Palpitations, Rash, Weight gain			Metabolism	Anti-inflammatory, Antispastic	fdeA`@@Hddrsl|oDYIW`mSUUUMTPdYNQRaz@								
141-94-6	Hexetidine	1,3-bis(2-ethylhexyl)-5-methyl-1,3-diazinan-5-amine	MI, 12, 4741	Int J Dent Hyg. 2011 Aug 9(3):182-90	31.07.1973			A01AB12	MeOH, EtOH, CHCl3										Hypersensitivity reactions			Infectiology	Antifungal, Antiseptic	facp@@@DeddRRbbfJTVRQirjjjjjjjh@@								
14611-52-0	Selegiline hydrochloride	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine hydrochloride	MI, 12, 8569	Clin Neuropharmacol. 2012 May-Jun 35(3):134-40	27.10.1966	1981	Yes	N04BD01	H2O			Yes	Oral		Plasmatic proteins			5	Bradycardia, Headache, Hepatic enzyme levels elevated, Mouth dryness, Nausea, Vertigo	Enzyme	Monoamine oxidase B	Central Nervous System	Antiparkinsonian	do^@`HBHPZY}m[^jjp@HR@@		0.5 - 0.75	75 - 85		1.5 - 3.5		5	
140-64-7	Pentamidine isethionate	4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide 2-hydroxyethanesulfonic acid	MI, 13, 7192	Drugs. 1987 Mar 33(3):242-58	10.05.1989	1989	Yes	P01CX01 	H2O				Parenteral					280	Dizziness, Haematuria, Hepatic enzyme levels elevated, Hypotension, Kidney deficiency, Nausea, Rash, Taste alteration			Infectiology	Antifungal, Antiparasitic, Antiprotozoal	enVRED@McjVXDLFAIEKGK`@c`HrRRhZRUCQQIIYIQEQIYRkiGEZiZj``bij@BX@@@					6 - 9		11 - 36	
1156-19-0	Tolazamide	1-(azepan-1-yl)-3-(4-methylphenyl)sulfonylurea	MI, 13, 9582	Can Med Assoc J. 1967 Mar 4 96(9):531-5	24.01.1962	1966	Yes	A10BB05	EtOH, CH3COCH3, CHCl3	Chemical classification (according ATC code)	Sulfonamide urea derivative		Oral	GI tract		Liver		500	Dizziness, Epigastric misery, Erythema, Headache, Nausea, Pruritus	Transmembrane receptor	Sulfonylurea receptors K-ATP channels	Metabolism	Antidiabetic	fjmqb@LRMA@`AFRREQQKKQIYZmdju@pQUUD@@		3 - 4			7			
965-52-6	Nifuroxazide	4-hydroxy-N-[(5-nitrofuran-2-yl)methylene]benzohydrazide	MI, 12, 6626	J Appl Bacteriol. 1985 Jun 58(6):545-53.	07.05.1991			A07AX03 					Oral	GI tract				600	Hypersensitivity reactions			Infectiology, Metabolism	Antibacterial	fbuqPBHRTAACYaJNR[e]VyWYrJVijZX@I@PE@						0 - 15		
62013-04-1	Dirithromycin		MI, 12, 3418	Ann Pharmacother. 1996 Oct 30(10):1141-9	28.10.1976	1993	Yes	J01FA13	EtOH/H2O:50/50	Chemical classification (according ATC code)	Macrolide		Oral		Plasmatic proteins			500	Diarrhoea, Dizziness, Electrocardiogram disturbances, Headache, Nausea			Infectiology, Metabolism	Antibacterial	ee{tG@@HRpDIMDbfgfQUS_Q|bbTTTtbRfabfTRRdTVbbcRvTUfQbLtIqOvHZ[UUUUUUUUUUUUUUUUUUUTUaBIQNHiCEx`idndMIilce\lXSIT{@t@@		3	15 - 30	10	8			
21187-98-4	Gliclazide	N-(hexahydrocyclopenta[c]pyrrol-2(1H)-ylcarbamoyl)-4-methylbenzenesulfonamide	MI, 12, 4448	Drugs. 1993 Jul 46(1):92-125	19.01.1968	1972		A10BB09	DMSO	Chemical classification (according ATC code)	Sulfonamide urea derivative		Oral	GI tract	Plasmatic proteins	Liver		60	Blurred vision, Dyspepsia, Hypersensitivity reactions, Hypoglycemia, Nausea			Metabolism	Anticoagulant, Antidiabetic	ffcqb@LRMA@`AFRREQQKKQIYKUhiKUZ`XHjjhh@@		6 - 12	95		12 - 20		0.4	
not available	DO 897/99	N-[4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl]naphthalene-2-carboxamide						Not yet attributed	H2O	Pharmacological tool												Central Nervous System	Antidepressant	ehT\DD@BDadC`HbBHPMeeUmU{WYe]KHlnag`VhHHHHjjBB@`@@								
15676-16-1	Sulpiride	(±)-5-(aminosulfonyl)-N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxybenzamide	MI, 13, 9080	Clin Neuropharmacol. 1990 13 Suppl 1:S76-83	19.09.1967	1968		N05AL01 	AcOH, MeOH	Chemical classification (according ATC code)	Benzamide		Oral		Plasmatic proteins			800	Amenorrhoea, Arrhythmia, Dyskinesia, Extrapyramidal syndrome, Galactorrhoea, Gynecomastia, Orthostatic hypotension, Sedation, Somnolence, Weight gain			Central Nervous System	Antidepressant, Antiemetic, Antipsychotic	fncpR@LVcAFc@BLddlRTrbvTTVEKMUh@JZjjhhAh@@		3 - 6	40	25 - 35	7		0.94	
69-43-2	Prenylamine lactate	3,3-diphenyl-N-(1-phenylpropan-2-yl)propan-1-amine 2-hydroxypropanoic acid	MI, 12, 7919	Can Med Assoc J. 1961 Dec 16 85:1352-3	05.06.1979			C01DX02					Parenteral					120	Arrhythmia, Electrocardiogram disturbances, Extrapyramidal syndrome, Torsades de pointes, Tremor			Cardiovascular, Central Nervous System	Antianginal, Anxiolytic, Vasodilator	eo`XL@@F@DBLbf`LTRrbbRbbrRvrFVnN^ZjjjB`@@@@@@@								
5908-99-6	Atropine sulfate monohydrate	[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate sulfuric acid hydrate	MI, 12, 907	Int J Clin Pharmacol Ther Toxicol. 1989 Oct 27(10):473-7	24.02.1931	1973	Yes	S01FA01	H2O	Therapeutic classification (according ATC code)	Anticholinergic	Yes	Ocular, Parenteral	Eye, GI tract, Skin		Liver			Blurred vision, Confusion, Constipation, Excitation, Eye dryness, Glaucoma, Irritability, Mouth dryness, Palpitations, Tachycardia, Urinary troubles			Ophthalmology	Antispastic, Mydriatic	e`ttMH@JeXDLBJN@ecj_P@cII@uDhhhddmDlFheEEDdehe`eTTLuurkK[jZmMUTEPUDuUPUATTTQDQBQCIGI@@					4			
64-47-1	Eserine hemisulfate salt	[(3aS,8bS)-3,4,8b-trimethyl-1,2,3,3a-tetrahydropyrrolo[2,3-b]indol-3-ium-7-yl] N-methylcarbamate sulfate	MI, 12, 7540	Acta Neurol Scand Suppl. 1988 116:19-32	15.12.1953	1949		S01EB05	H2O	Therapeutic classification (according ATC code)	Parasympathomimetic	Yes	Oral	GI tract		Liver			Bradycardia, Miosis, Nausea			Central Nervous System, Neuromuscular, Ophthalmology	Antiglaucoma	ekPvAH@AHfcjUXDLBJNIm`@cII@uDeLeLiDdPUDeLeLiDdWOHdfnd\ZVU]Uij`@jjjZh@Jjjbbb@heBXs@@								
5987-82-6	Benoxinate hydrochloride	2-(diethylamino)ethyl 4-amino-3-butoxybenzoate hydrochloride	MI, 12, 1075	Optom Vis Sci. 1997 Dec 74(12):1025-9	18.05.1976	1975	Yes	S01HA02	H2O, CHCl3				Ocular	Eye					Occular irritation			Neuromuscular	Local anesthetic	fnmQb@MQa`pHc@eDhddihddjeVZ``hjjj@@@								
136-47-0	Tetracaïne hydrochloride	2-(dimethylamino)ethyl 4-(butylamino)benzoate hydrochloride	MI, 13, 9263	Dermatol Surg. 2007 Sep 33(9):1073-81	29.11.1932	1941	Yes	N01BA03 		Chemical classification (according ATC code)	Esters of aminobenzoic acid		Topical	Eye, Skin		Liver	Para-aminobenzoic acid		Erythema, Hypersensitivity reactions, Pruritus	Ion channel	Voltage-gated sodium channel	Neuromuscular		fbyPb@M^a`DQ`RbTRRVbJRTYjBBJjh@@					0.5 - 3			
83919-23-7	Mometasone furoate	[(8S,9R,10S,11S,13S,14S,16R,17R)-9-chloro-17-(2-chloroacetyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] furan-2-carboxylate	MI, 12, 6324	Expert Opin Pharmacother. 2011 Dec 12(17):2707-12	11.08.1982	1987	Yes	R01AD09 	DMSO	Chemical classification (according ATC code)	Corticosteroid		Nasal, Oral	Nose, Lung, GI tract	Plasmatic proteins	Liver		0,2	Dysphonia, Headache, Mucocutaneous candidiasis, Mucosal irritation, Nose bleed, Pharyngitis, Taste alteration			Endocrinology	Anti-inflammatory	el^PFD@AJfeco`HazHrJQRJJJHkFIJ[JZ[SISsRqrIHjEFjjjfZjfjYjZjdRAHKBDIR^QJEH@			98		4.5		4.43	
04.03.4342	Dacarbazine	(5E)-5-(dimethylaminohydrazinylidene)imidazole-4-carboxamide	MI, 12, 2866	Eur J Cancer. 2004 Aug 40(12):1825-36	07.04.1998	1975	Yes	L01AX04	EtOH/H2O 50/50	Chemical classification (according ATC code)	Alkylating agent	Yes	Parenteral		Plasmatic proteins	Liver	Active (MTIC, AIC)		Anorexia, Bone marrow suppression, Hair loss, Hypersensitivity reactions, Myalgia, Paresthesia, Photosensitization			Oncology	Antineoplastic	dkmh@DKaePR[eoYaZeij`@			5		0.5 - 3.5			
3598-37-6	Acetopromazine maleate salt	1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]ethanone (Z)-but-2-enedioic acid	MI, 12, 32	J Anal Toxicol. 1998 Mar-Apr 22(2):166-8	09.01.1973			N05AA04 	H2O	Chemical classification (according ATC code)	Phenothiazine derivative							100	Aggressiveness, Excitation, Extrapyramidal syndrome, Hypotension, Seizure, Urine coloration			Central Nervous System	Antiemetic, Antipsychotic, Antitussive, Sedative	eo`TJH@NBdnikg`@cIEEEDdellhc@ULeJNIKMGJ@H@`jZiif`@`fP								
126-27-2	Oxethazaine	2,2'-(2-hydroxyethylimino)bis [N-(1,1-dimethyl-2- phenylethyl)-N-methylacetamide]	MI, 12, 7067	Optom Vis Sci. 2011 May 88(5):640-4	05.02.1957	1965		C05AD06	AcOH				Oral	GI tract		Liver	Beta-hydroxy-mephentermine, beta-hydroxy-phentermine		Hypersensitivity reactions			Neuromuscular	Local anesthetic	ed\\L@@DFD`HllbbbTfbJTTRVftaLRUPpLKUUUU@tEET@@@@@					1			
61-25-6	Papaverine hydrochloride	1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline hydrochloride	MI, 13, 7089	Neurocrit Care. 2005 2(2):124-32.	02.01.1934			A03AD01	CHCl3, EtOH				Oral, Parenteral		Plasmatic proteins	Liver	Inactive	100	Facial flushing, Priapism, Somnolence, Sweat, Tachycardia			Cardiovascular, Gastroenterology, Respiratory	Antispastic, Antitussive, Erectile dysfunction treatment, Vasodilator	fe{`R@KPYTXHaAfyUv_e[\Rk^Jv```BH@bh@@@			90					
65-19-0	Yohimbine hydrochloride	methyl (1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate hydrochloride	MI, 12, 10236	Pharmacol Ther. 2001 Sep 91(3):215-43	23.12.2002	1910		G04BE04	DMSO				Oral					15	Diarrhoea, Insomnia, Irritability, Nausea, Priapism, Tachycardia			Cardiovascular	Erectile dysfunction treatment, Vasodilator	fmoQb@OIa`PHaAY[fuuYWUTYwlejvZvjjjjjZ`BhJDcIqJcd@								
73963-72-1	Cilostazol	6-[4-(1-cyclohexyltetrazol-5-yl)butoxy]-3,4-dihydro-1H-quinolin-2-one	MI, 13, 2298	Recent Pat Cardiovasc Drug Discov. 2009 Jan 4(1):6-14	07.07.1981	1988	Yes	B01AC23					Oral	GI tract	Plasmatic proteins	Liver		200	Anorexia, Diarrhoea, Dizziness, Gastrointestinal ulceration, Haemorrhage, Headache, Hot flushes, Hypersensitivity reactions, Insomnia, Nausea, Palpitations, Sweat, Tachycardia	Enzyme	Phosphodiesterase 3	Hematology	Anticoagulant	fmoh`@DQSdhMYEDeLedddheCDeQdeYKM[U@AUTuUUPp@@			95 - 98					
